wormbase_gene_id,gene_symbol,gene_function,protein_domains,chromosome,strand,biotype,gene_length,pis_total_hits,pgs_total_hits,pis_total_density_per_kb,pgs_total_density_per_kb,pis_CDS_hits,pgs_CDS_hits,pis_five_prime_UTR_hits,pgs_five_prime_UTR_hits,pis_three_prime_UTR_hits,pgs_three_prime_UTR_hits,pis_intron_hits,pgs_intron_hits,pis_promoter_hits,pgs_promoter_hits
WBGene00009304,eva-1,"eva-1 encodes, by alternative splicing, two isoforms of a cell-surface protein that acts cell-autonomously with SAX-3 as a SLT-1 receptor subunit, and is required for guidance of the AVM pioneer axon to the ventral nerve cord; EVA-1's long isoform is predicted to have a signal sequence, an ectodomain with two lectinlike galactose-binding sequences, a single transmembrane sequence, and a cytodomain with a phosphotyrosine binding motif; homologs of EVA-1 include human C21orf63; EVA-1 is expressed in embryonic neurons during axonal growth, head and tail neurons, the ventral nerve cord, pharyngeal and body wall muscles, hypodermis, uterus and vulva; ectopic EVA-1 expression in touch-receptor neurons causes the cell body of ALM to be displaced anteriorly (due to failed posterior migration) in a SLT-1-dependent manner; the cytodomain of EVA-1 is functionally dispensable in vivo; eva-1 mutants enhance the ventral-axon guidance defects of unc-40 mutants; EVA-1, SLT-1, and SAX-3 bind one another in vitro.",D-galactoside/L-rhamnose binding SUEL lectin domain,I,-,protein_coding,5110,0,1,0.0,0.1957,0,0,0,0,0,0,0,1,0,0
WBGene00008695,F11C3.1,none available,P-loop containing nucleoside triphosphate hydrolase,I,+,protein_coding,3442,1,0,0.2905,0.0,0,0,0,0,0,0,1,0,0,0
WBGene00017746,F23F1.5,none available,"Snurportin-1; Snurportin-1, N-terminal",II,-,protein_coding,1524,0,1,0.0,0.6562,0,0,0,0,0,1,0,0,0,0
WBGene00305573,T01D1.9,none available,,II,+,ncRNA,20642,1,0,0.0484,0.0,0,0,0,0,0,0,1,0,0,0
WBGene00018586,ubxn-3,ubxn-3 encodes one of six C. elegans UBX (ubiquitin regulatory X) domain-containing proteins.,UAS; UBX domain; Ubiquitin-related domain,II,-,protein_coding,3619,0,1,0.0,0.2763,0,0,0,0,0,1,0,0,0,0
WBGene00305739,Y43H11AL.9,none available,,II,-,ncRNA,865,0,1,0.0,1.1561,0,0,0,0,0,1,0,0,0,0
WBGene00004166,scc-2,"pqn-85 encodes an ortholog of budding yeast Scc2p, Drosophila NIPPED-B,and human NIPBL (OMIM:608667, mutated in Cornelia de Lange syndrome)that is required for resistance to double-stranded DNA breakage; PQN-85is also required, with MAU-2 and SCC-3, for normal chromosomesegregation and embryonic viability; pqn-85(RNAi) induceshypersensitivity to double-stranded breaks in DNA (manifested byabnormal sterility induced by ionizing radiation, cisplatin, orcamptothecin); pqn-85(RNAi) of early embryos produces lagging ofanaphase chromosomes and 100% embryonic lethality; pqn-85(RNAi) isphenotypically enhanced by joint RNAi with mau-2, and jointpqn-85/scc-3(RNAi) grossly deranges chromosomal segregation in earlyembryos; by orthology with NIPPED-B, PQN-85 might also enable regulatoryinteractions between promoters and distant enhancers by antagonizingSCC-3.",Armadillo-like helical; Armadillo-type fold; HEAT repeat associated with sister chromatid cohesion protein; SCC2/Nipped-B family; Sister chromatid cohesion C-terminal domain,II,-,protein_coding,22959,0,1,0.0,0.0436,0,0,0,0,0,0,0,1,0,0
WBGene00021129,W10D9.1,none available,,II,+,protein_coding,1123,1,0,0.8905,0.0,0,0,1,0,0,0,0,0,0,0
WBGene00020834,T27A1.2,none available,"F-box associated domain, type 2",II,-,protein_coding,6032,0,1,0.0,0.1658,0,0,0,0,0,0,0,1,0,0
WBGene00020171,T02H6.1,none available,G-protein beta WD-40 repeat; WD40 repeat; WD40-repeat-containing domain; WD40/YVTN repeat-like-containing domain,II,+,protein_coding,14322,1,0,0.0698,0.0,0,0,0,0,0,0,1,0,0,0
WBGene00021456,rfip-2,none available,C2 domain,II,+,protein_coding,8726,1,0,0.1146,0.0,1,0,0,0,0,0,0,0,0,0
WBGene00044418,C08G5.7,none available,,II,-,protein_coding,9126,0,1,0.0,0.1096,0,0,0,0,0,0,0,1,0,0
WBGene00000106,alg-2,"alg-2 encodes a PAZ and PIWI-domain containing protein that is a member of the highly conserved eukaryotic RDE-1/AGO1/PIWI family of proteins that regulate posttranscriptional gene silencing (PTGS); ALG-2 functions with ALG-1 to control specific developmental timing events by positively regulating expression of small temporal RNAs (stRNAs) encoded by lin-4 and let-7; ALG-2 and ALG-1 are also required for RNAi in the germ line, although they are not required for RNAi in the soma; ALG-2 is expressed in nearly all cells from embryogenesis through adulthood and localizes to the cytoplasm.","Argonaute linker 2 domain; Argonaute, linker 1 domain; PAZ domain; Piwi domain; Protein argonaute, Mid domain; Protein argonaute, N-terminal; Ribonuclease H-like domain",II,+,protein_coding,6674,1,0,0.1498,0.0,1,0,0,0,0,0,0,0,0,0
WBGene00020309,T07D3.6,none available,,II,+,pseudogene,3473,0,1,0.0,0.2879,0,0,0,0,0,0,0,1,0,0
WBGene00305498,K02E7.15,none available,,II,+,ncRNA,67988,0,1,0.0,0.0147,0,0,0,0,0,0,0,1,0,0
WBGene00020476,T13B5.9,none available,"Peptidase M8, leishmanolysin",II,-,protein_coding,3139,1,0,0.3186,0.0,0,0,0,0,0,0,1,0,0,0
WBGene00004076,pod-2,"pod-2 encodes an acetyl-CoA carboxylase; by sequence similarity, POD-2 is predicted to catalyze the first step in de novo fatty acid biosynthesis; pod-2 is required for proper embryonic polarity and for osmotic protection of the eggshell; pod-2 activity is also required for molting.","ATP-grasp fold, subdomain 1; Acetyl-CoA carboxylase, central domain; Biotin carboxylase, C-terminal; Biotin carboxylase-like, N-terminal domain; Biotin/lipoyl attachment; Carbamoyl-phosphate synthetase large subunit-like, ATP-binding domain; ClpP/crotonase-like domain; Pre-ATP-grasp domain; Rudiment single hybrid motif; Single hybrid motif",II,+,protein_coding,15921,1,0,0.0628,0.0,0,0,0,0,0,0,1,0,0,0
WBGene00002176,jip-1,"JIP-1 is partly similar to the human gene ISLET-BRAIN 1 (MAPK8IP1; OMIM:604641), which when mutated leads to type II diabetes.",PH domain-like; PTB/PI domain; SH3 domain,II,+,protein_coding,23144,1,0,0.0432,0.0,1,0,0,0,0,0,0,0,0,0
WBGene00044439,Y51H7C.15,none available,,II,-,pseudogene,2170,1,0,0.4608,0.0,1,0,0,0,0,0,0,0,0,0
WBGene00021776,Y51H7BR.4,none available,,II,+,protein_coding,5852,0,1,0.0,0.1709,0,0,0,0,0,0,0,1,0,0
WBGene00305397,F36H5.19,none available,,II,+,ncRNA,3766,0,1,0.0,0.2655,0,0,0,0,0,0,0,1,0,0
WBGene00015608,math-3,"The C08F1.4 gene encodes a protein closely similar to F36H5.2, which has a meprin-associated Traf homology (MATH) domain and may be involved in apoptosis.",MATH/TRAF domain; TRAF-like,II,+,protein_coding,6458,0,1,0.0,0.1548,0,0,0,0,0,0,0,1,0,0
WBGene00020536,T16A1.5,none available,,II,-,protein_coding,126,1,0,7.9365,0.0,1,0,0,0,0,0,0,0,0,0
WBGene00021985,Y59C2A.2,none available,Membralin,II,-,protein_coding,11790,0,1,0.0,0.0848,0,1,0,0,0,0,0,0,0,0
WBGene00006882,vab-19,"vab-19 encodes an ankyrin repeat-containing protein that is a member of a conserved family of proteins that includes human Kank, a predicted tumor suppressor; during embryonic morphogenesis, vab-19 activity is essential for epidermal elongation and proper attachment of muscle to the epidermis, specifically the localization of attachment structures to muscle-adjacent regions of epidermal cells and normal epidermal actin organization; a VAB-19::GFP fusion protein is expressed in dorsal and ventral epidermal cells where it organizes into circumferential bands and colocalizes with components of epidermal attachment structures; VAB-19::GFP is also detected in mechanosensory neuronal processes; recruitment of VAB-19 to epidermal attachment structures requires activity of VAB-10/Spectraplakin, while VAB-19 and LET-805/Myotactin are mutually required for localization into circumferential stripes.",Ankyrin repeat; Ankyrin repeat-containing domain,II,+,protein_coding,7669,1,0,0.1304,0.0,0,0,0,0,1,0,0,0,0,0
WBGene00005551,sri-39,none available,"7TM GPCR, serpentine chemoreceptor class i (Sri)",II,+,protein_coding,2251,1,0,0.4442,0.0,0,0,0,0,0,0,1,0,0,0
WBGene00001546,gcy-21,gcy-21 is predicted to encode a guanylate cyclase.,"Adenylyl cyclase class-3/4/guanylyl cyclase; Nucleotide cyclase; Periplasmic binding protein-like I; Protein kinase-like domain; Serine-threonine/tyrosine-protein kinase, catalytic domain",II,+,protein_coding,5023,1,0,0.1991,0.0,1,0,0,0,0,0,0,0,0,0
WBGene00020229,T05A8.3,none available,,II,-,protein_coding,2787,1,0,0.3588,0.0,0,0,0,0,0,0,1,0,0,0
WBGene00020230,nep-2,"T05A8.4 encodes a neprilysin; neprilysins are thermolysin-like zinc metallopeptidases, found on the outer surface of animal cells, that negatively regulate small signalling peptides (e.g., enkephalin, tachykinin, insulin, and natriuretic peptides) by cleaving them; while T05A8.4 is an ortholog of mammalian neutral endopeptidase (NEP), expressed on the brush-border membranes of kidney; more generally, T05A8.4 falls into a group of proteins that includes the classical neprilysins found in mammals (e.g., PEX [OMIM:307800] and the enkephalin cleaving enzymes).","Metallopeptidase, catalytic domain; Neprilysin-2; Peptidase M13; Peptidase M13, C-terminal domain; Peptidase M13, N-terminal domain",II,-,protein_coding,9198,0,1,0.0,0.1087,0,0,0,0,0,0,0,1,0,0
WBGene00019686,K12H6.6,none available,TRAM/LAG1/CLN8 homology domain,II,-,protein_coding,2657,0,1,0.0,0.3764,0,0,0,0,0,0,0,1,0,0
WBGene00022713,ZK355.3,none available,,II,-,protein_coding,617,0,1,0.0,1.6207,0,1,0,0,0,0,0,0,0,0
WBGene00005826,srw-79,none available,"7TM GPCR, serpentine receptor class w (Srw)",II,+,protein_coding,1697,1,0,0.5893,0.0,0,0,0,0,0,0,1,0,0,0
WBGene00019513,lido-7,none available,Protein LIN-8,II,+,protein_coding,2998,1,0,0.3336,0.0,0,0,0,0,0,0,1,0,0,0
WBGene00016576,lido-9,none available,Protein LIN-8,II,+,protein_coding,1644,1,0,0.6083,0.0,0,0,0,0,0,0,1,0,0,0
WBGene00021298,Y27F2A.6,none available,Protein of unknown function DUF1647,II,-,protein_coding,2922,1,0,0.3422,0.0,0,0,0,0,0,0,1,0,0,0
WBGene00001541,gcy-15,gcy-15 encodes a membrane guanylyl cyclase.,"Adenylyl cyclase class-3/4/guanylyl cyclase; Nucleotide cyclase; Periplasmic binding protein-like I; Protein kinase-like domain; Receptor, ligand binding region; Serine-threonine/tyrosine-protein kinase, catalytic domain",II,-,protein_coding,4718,0,1,0.0,0.212,0,1,0,0,0,0,0,0,0,0
WBGene00021726,bath-10,none available,BTB/POZ domain; MATH/TRAF domain; SKP1/BTB/POZ domain; TRAF-like,II,+,protein_coding,1643,0,1,0.0,0.6086,0,0,0,0,0,0,0,1,0,0
WBGene00018810,F54D10.9,none available,"Protein of unknown function DUF282, Caenorhabditis species",II,-,protein_coding,2900,0,1,0.0,0.3448,0,0,0,0,0,0,0,1,0,0
WBGene00003017,lin-31,"lin-31 encodes a winged helix (WH)-like transcription factor that is a member of the HNF3/Forkhead family of DNA-binding proteins; LIN-31 acts as a tissue-specific effector of MAP kinase-mediated signaling in the vulva; when MAP kinase is inactive, LIN-31 forms a complex with LIN-1/Ets that inhibits vulval cell fates; upon MAP kinase activation (vulval induction), LIN-31 becomes phosphorylated, dissociates from LIN-1, and goes on to promote primary and secondary vulval cell fates; LIN-31 is expressed in the vulval precursor cells.",Fork head domain; Winged helix-turn-helix DNA-binding domain,II,+,protein_coding,4481,1,0,0.2232,0.0,0,0,0,0,0,0,1,0,0,0
WBGene00006476,rhgf-2,"rhgf-2 encodes a Rho guanyl-nucleotide exchange factor (RhoGEF) with similarity to the mammalian PLEKHG5/Tech/Syx RhoGEFs; rhgf-2 is required for embryonic morphogenesis, larval development, and regulation of locomotion; when expressed in mammalian neuronal tissue culture cells, RHGF-2 induces cell rounding inhibits neurite outgrowth; RHGF-2 functions as a RhoGEF for the RHO-1 GTPase; RHGF-2 physically interacts with the multi-PDZ domain scaffold protein MPZ-1; RHGF-2 is expressed in many, but not all, C. elegans neurons from the 1.5-fold stage of embryogenesis through adulthood; in nerve ring axons, RHGF-2 expression overlaps with that of MPZ-1.",Dbl homology (DH) domain; PH domain-like; Pleckstrin homology domain,II,+,protein_coding,27069,1,0,0.0369,0.0,0,0,0,0,0,0,1,0,0,0
WBGene00020368,ast-1,"ast-1 encodes one of ten C. elegans ETS-box transcription factors; AST-1 is required cell autonomously for proper initiation and maintenance of dopamine (DA) neuron fate; AST-1 acts to specify DA neuron fate by positively regulating expression of a number of DA neuron-specific genes such as dat-1 and cat-2, which encodes a dopamine transporter and tyrosine hydroxylase, respectively; AST-1 is also required for proper navigation of some interneuron axons to their targets, for differentiation of the ventral cord pioneer neuron AVG, and for pharyngeal morphogenesis; AST-1 is transiently expressed in many head neurons late in their differentiation and axon outgrowth, and in a few pharyngeal cells; AST-1 is at first nuclear, but then relocates to spots in cell bodies and even neuronal processes; hypomorphic ast-1 mutants have axons extending laterally, and crossing over from the right axon tract to the left axon bundle; null ast-1(hd92) mutants are inviable, failing to attach a working pharynx to their cuticle during development and then starving as L1 larvae; behaviorally, hypomorphic ast-1 animals are at least superficially normal, indicating that the ventral nerve cord can tolerate at least some miswiring; AST-1 also regulates odr-2 expression, while ast-1 expression is itself regulated by LIN-11.",Ets domain; Winged helix-turn-helix DNA-binding domain,II,-,protein_coding,7523,1,0,0.1329,0.0,0,0,0,0,0,0,1,0,0,0
WBGene00019855,R03H10.2,none available,,II,+,protein_coding,11599,0,1,0.0,0.0862,0,0,0,0,0,0,0,1,0,0
WBGene00015301,C01F1.6,none available,Ankyrin repeat; Ankyrin repeat domain-containing protein 13; Ankyrin repeat-containing domain,II,-,protein_coding,6030,0,1,0.0,0.1658,0,0,0,0,0,1,0,0,0,0
WBGene00019217,athp-2,none available,"Bromodomain; DDT domain; WHIM1 domain; WHIM2 domain; WSTF/Acf1/Cbp146; Zinc finger, FYVE/PHD-type; Zinc finger, PHD-finger; Zinc finger, PHD-type; Zinc finger, RING/FYVE/PHD-type",II,+,protein_coding,10806,1,0,0.0925,0.0,0,0,0,0,0,0,1,0,0,0
WBGene00019222,H20J04.7,none available,,II,-,protein_coding,2097,1,0,0.4769,0.0,0,0,0,0,0,0,1,0,0,0
WBGene00022743,mlt-7,"mlt-7 encodes an animal heme peroxidase; MLT-7 is required for formation of the C. elegans cuticle and normal molting; specifically, MLT-7 functions in combination with BLI-3/DUOX for proper cross-linking of cuticular collagens; when expressed in vitro, MLT-7 exhibits peroxidase activity; MLT-7 is expressed in the hypodermis, which synthesizes the cuticle, at each larval molt.","Haem peroxidase; Haem peroxidase, animal type; ShKT domain",II,+,protein_coding,11844,0,1,0.0,0.0844,0,0,0,0,0,0,0,1,0,0
WBGene00006868,vab-1,"vab-1 encodes an ephrin receptor; during development, vab-1 activity is required for neural and epithelial morphogenesis as well as for proper axon targeting and neuronal cell migration; in addition, VAB-1 functions as a major sperm protein receptor in a sperm-sensing control mechanism that regulates oocyte meiotic maturation; VAB-1::GFP reporters are expressed in neuronal cells and in oocytes and sheath cells of the proximal gonad.","Ephrin receptor ligand binding domain; Ephrin receptor, transmembrane domain; Fibronectin type III; Galactose-binding domain-like; Growth factor receptor cysteine-rich domain; Immunoglobulin-like fold; Protein kinase-like domain; Serine-threonine/tyrosine-protein kinase, catalytic domain; Tyrosine-protein kinase ephrin type A/B receptor-like; Tyrosine-protein kinase, catalytic domain",II,+,protein_coding,18971,1,0,0.0527,0.0,0,0,0,0,0,0,1,0,0,0
WBGene00020222,fut-6,none available,"Fucosyltransferase, N-terminal; Glycosyl transferase family 10",II,-,protein_coding,2759,1,0,0.3625,0.0,0,0,0,0,0,0,1,0,0,0
WBGene00020867,shc-2,"T27F7.2 encodes three proteins by multiple splicing, two of which (T27F7.2A-B) are fully orthologous to vertebrate Shc proteins (e.g., p52/p46SHC and p66SHC); like their orthologs, T27F7.2A-B have a PTB and an SH2 domain in N- to C-terminal order; T27F7.2 is expressed in gastrulating embryos (probably in neural precursors); T27F7.2 might be involved in RAS signal transduction or regulation of apoptosis.",PH domain-like; PTB/PI domain; SH2 domain,II,+,protein_coding,19778,1,0,0.0506,0.0,0,0,0,0,0,0,1,0,0,0
WBGene00015942,osta-2,none available,Organic solute transporter subunit alpha/Transmembrane protein 184,II,+,protein_coding,4661,1,0,0.2145,0.0,0,0,0,0,0,0,1,0,0,0
WBGene00019128,F59G1.4,none available,,II,+,protein_coding,8425,1,0,0.1187,0.0,0,0,0,0,0,0,1,0,0,0
WBGene00018252,F40H3.6,none available,,II,-,ncRNA,1229,1,0,0.8137,0.0,1,0,0,0,0,0,0,0,0,0
WBGene00000651,col-75,none available,"Collagen triple helix repeat; Nematode cuticle collagen, N-terminal",II,+,protein_coding,1221,0,1,0.0,0.819,0,1,0,0,0,0,0,0,0,0
WBGene00020170,T02G5.14,none available,"F-box associated domain, type 2",II,+,protein_coding,8803,0,1,0.0,0.1136,0,0,0,0,0,0,0,0,0,0
WBGene00016172,C27H5.2,none available,,II,+,protein_coding,5381,1,0,0.1858,0.0,0,0,0,0,0,0,1,0,0,0
WBGene00000530,clh-3,"clh-3 encodes a chloride channel homologous to the mammalian channel ClC-2; CLH-3 is expressed in oocytes; CLH-3 carries a hyperpolarization- and swelling-activated Cl(-) current, with biophysical characteristics strongly resembling those of mammalian ClC-2; the CLH-3 current is inactive in immature oocytes, but can be triggered by cell swelling,  however, CLH-3 has no obvious role in oocyte volume homeostasis; instead, CLH-3 appears to function as a negative regulator of the gap junction-coupled gonadal sheath cells; the normal physiological time for CLH-3 channel activation is at the onset of oocyte meiotic maturation; inactivation of CLH-3 expression by RNAi causes the gonadal sheath cells, which normally begin contracting during meiotic maturation, to instead begin contractions abnormally early.","Aldolase-type TIM barrel; CBS domain; Chloride channel, core; Chloride channel, voltage gated",II,-,protein_coding,7972,0,1,0.0,0.1254,0,0,0,0,0,0,0,1,0,0
